RecipeID,recipies,RequiredTime,Ingredients,Description
338,Shrikhand ( Gujarati Recipe),5,"For The Shrikhand
1 kg thick curds (dahi)
1/2 cup powdered sugar
a few saffron (kesar) strands
1 tbsp warm milk
1/2 tsp cardamom (elaichi) powder

Garnish For The Shrikhand
1 tbsp pistachio slivers
1 tbsp almond (badam) slivers","Maharashtrian shrikhand recipe | Gujarati shrikhand | with 20 amazing images.

shrikhand is a traditional Maharashtrian dessert made from hung curds, powdered sugar, saffron, elaichi and a bit of milk. Very popular in Gujarat, Gujarati shrikhand is had with pooris.

Maharashtrian shrikhand is a magical transformation of simple curds into a delicacy, by a simple procedure. It involves no cooking and is a standard feature of sunday meals,, festive menus as well as faraal foods!

Notes on Maharashtrian shrikhand recipe. 1. Using thick curd gives a creamier shrikhand. Make sure to use fresh curd and not a sour one or else the shrikhand will be sour. 2. Hang this dahi, preferably in a cool place, over a bowl, and let it stay that way for at least 2-3 hours. This is to remove the whey from the dahi. This whey (liquid) is what makes the curd loose and watery. Once removed, the curd will be super thick and creamy. 3. If your curd is not thick, you might have to keep it hanging for longer. Some people even hang it overnight. 4. Rub the saffron strands into the milk till it dissolves. This is what will give the color and flavor to this Maharashtrian Shrikhand. ?Keep aside for 5-10 minutes for the color to come. 5. We will finally add cardamom to this. Kesar and elaichi together is one of the best combinations for Indian sweets. These spices, combined with hung curd and sugar, make an irresistible Gujarati Shrikhand

Things get even easier as Gujarati shrikhand can be made in advance and stored in the freezer for close to 15 days. Use fresh curds for best results.

Enjoy how to make Maharashtrian shrikhand recipe | Gujarati shrikhand | with detailed step by step photos below."
339,"Shrikhand, Kesar Elaichi Shrikhand",3,"For The Shrikhand
1 kg thick curds (dahi)
1/2 cup powdered sugar
a few saffron (kesar) strands
1 tbsp warm milk
1/2 tsp cardamom (elaichi) powder

Garnish For The Shrikhand
1 tbsp pistachio slivers
1 tbsp almond (badam) slivers","shrikhand recipe | keasr elaichi shrikhand recipe | with 20 amazing images.

It is simply amazing how the humble dahi transforms into a mouth-watering shrikhand dessert in just a few simple steps. Here is the easiest and best way to make yummy shrikhand out of everyday curds. It does not even require any cooking.

Also known as Matho, shrikhand is an integral part of a traditional Maharashtrian or Gujarati thali.

shrikhand recipe is made from hung curds, powdered sugar, saffron, elaichi and a bit of milk.

Apart from tasting yummy by itself, keasr elaichi shrikhand can also be enjoyed as an accompaniment for roti or puris.

Depending on what flavouring substances you add to the thick and creamy hung curds, you get different varieties of shrikhand. From flavours and essences to dry fruits and nuts, not to forget fruit pulps like mango, strawberry, rose, raspberry and chickoo, you can add an endless number of ingredients to your shrikhand.

Notes on keasr elaichi shrikhand recipe. 1. Using thick curd gives a creamier shrikhand. Make sure to use fresh curd and not a sour one or else the shrikhand will be sour. 2. Hang this dahi, preferably in a cool place, over a bowl, and let it stay that way for at least 2-3 hours. This is to remove the whey from the dahi. This whey (liquid) is what makes the curd loose and watery. Once removed, the curd will be super thick and creamy. 3. If your curd is not thick, you might have to keep it hanging for longer. Some people even hang it overnight. 4. Rub the saffron strands into the milk till it dissolves. This is what will give the color and flavor to this Kesar Eliachi Shrikhand. ?Keep aside for 5-10 minutes for the color to come. 5. We will finally add cardamom to this. Kesar and elaichi together is one of the best combinations for Indian sweets. These spices, combined with hung curd and sugar, make an irresistible Kesar Eliachi Shrikhand.

Of course, there are some classic all-time shrikhand favourites like the mango-tinged Aamrakhand. Interestingly, you can also make a healthy diabetic-friendly version of this popular dessert Mixed Fruit Shrikhand.

Just let your imagination run wild and come up with your own funky versions!

Enjoy how to make shrikhand recipe | keasr elaichi shrikhand recipe | with detailed step by step photos below."
340,Shrikhand Modak,30,"1 cup hung curds (chakka dahi)
2/3 cup sugar
1 tbsp icing sugar
1/4 tsp cardamom (elaichi) powder
1/4 tsp nutmeg (jaiphal) powder
2 tbsp coarsely powdered nuts (cashewnuts , pistachios, almonds)
1/4 tsp saffrondissolved in 1 tbsp milk
ghee to grease the modak moulds","Easy-to-make, these delectable modaks will certainly tempt the lord!"
341,"Sooji Ka Halwa, Banana Rava Sheera",19,"5 tbsp semolina (rava / sooji)
5 tbsp milk
6 tbsp sugar
3 tbsp ghee
1/2 cup finely chopped ripe banana
1/4 tsp cardamom (elaichi) powder","A super tasty dessert ready in minutes, made using the microwave oven, and using everyday ingredients!

You will enjoy the strong taste of banana and its creamy texture in this lovely Sooji Ka Halwa. It is important to fry the sooji nicely in ghee before adding the milk, bananas, etc., in order to get the rich taste and proper consistency.

Enjoy this Sooji ka Halwa hot and fresh, to get the best experience. You can make this halwa for festive occasions like Diwali , Ganesh Chaturthi and Raksha Bandhan ."
342,"South Indian Filter Coffee, Filter Coffee Recipe",5,"For South Indian Filter Coffee
5 tbsp readymade roasted and grounded coffee powder
1 cup hot milk
4 tsp sugar","filter coffee recipe | South Indian filter coffee recipe | kaapi | Kumbakonam degree coffee | Mylapore filter coffee | Madras kaapi | with 15 amazing images.

South Indian Filter Coffee, with its stimulating aroma, is like an alarm clock that can wake you up even when you are dog-tired!

An everyday beverage in Tamil Nadu and Karnataka, Filter Coffee has now become popular throughout the country.

Filter Coffee is made using a special utensil that has two parts. The upper part has a perforated base, which allows the decoction to seep through into the lower half, which is basically a container.

To make Filter Coffee, you need to put the coffee powder into the upper strainer-like container, press it using the special inverted-umbrella shaped attachment and top it with hot water.

Check out our collection of hot and cold coffee based beverages like Orange Coffee , Banana Coffee Frappe and many more.

Slowly, decoction collects in the lower container. If you do not have this special coffee filter, you can line a strainer with muslin cloth, place it over a container and follow the same procedure.

Here is how to make the perfect filter coffee recipe | South Indian filter coffee recipe | kaapi | Kumbakonam degree coffee | Mylapore filter coffee | Madras kaapi with detailed step by step photos and video below."
343,Spicy Lehsun ki Chutney,15,"10 garlic (lehsun) cloves
125 gms dessicated coconut
2 tsp chilli powder
salt to taste
1 tbsp oil","A delectable lahsun ki chutney or garlic chutney recipe with garlic blended with roasted coconut, red chillies and salt into a coarse paste. The lehsun ki chutney taste superb with fried snacks and grilled tikkas."
344,Spicy Mango Pickle,21,"2 cups raw mango cubes (unpeeled)
4 tsp salt
1/2 tsp turmeric powder (haldi)
1 recipe red marinade
2 tbsp mustard (rai / sarson) oil
1/2 tsp nigella seeds (kalonji)
2 tsp fennel seeds (saunf)
1 cup red marinade","This is a very simple recipe, which goes well with most parathas and vegetables .


You can make it spicier if you like, by adding some more chilli powder. I have used Rajapuri mangoes which are a large variety of raw mangoes and extensively used for mango pickles. But you can use any variety of raw mangoes, if they are not available."
345,Spicy Yogurt Poha,17,"2 cups beaten rice (poha)
1 cup curds (dahi)
salt to taste
2 tbsp oil
1/2 tbsp peanuts
1 tsp chana dal (split bengal gram)
1/2 tsp urad dal (split black lentils)
1/2 tsp mustard seeds ( rai / sarson)
1/2 tsp cumin seeds (jeera)
2 whole red chillies
a pinch of asafoetida (hing)
3 curry leaves (kadi patta)
2 tsp chopped green chillies
2 tsp chopped ginger (adrak)
a pinch of turmeric powder (haldi)

For The Garnish
1 tbsp chopped coriander (dhania)","Spicy Yogurt Poha, it is a spicy tempered poha."
346,Spring Dosa ( Mumbai Roadside Recipes),40,"For The Stuffing
1 cup boiled hakka noodles
2 tbsp butter
3/4 cup chopped onions
3/4 cup shredded cabbage
3/4 cup carrot juliennes
3/4 cup capsicum juliennes
1/2 cup finely chopped spring onion whites and greens
4 tbsp tomato ketchup
1 tbsp chilli sauce
1 tsp soy sauce
2 tsp vinegar
salt and freshly ground black pepper (kalimirch) to taste

Other Ingredients
2 cups dosa batter
butter for cooking

For Serving
sambhar
coconut chutney","What does spring mean to you? A bounty of veggies, a splash of colours, fresh flavours? Well, experience all the vibrant joys of spring, wrapped inside this scrumptious Spring Dosa. A tasty stuffing of crunchy veggies, boiled noodles and peppy sauces is the highlight of this delicious butter-cooked dosa, which is a hot favourite sold by Mumbai�s street food vendors."
347,Spring Dosa ( Mumbai Roadside Recipes),40,"For The Stuffing
1 cup boiled hakka noodles
2 tbsp butter
3/4 cup chopped onions
3/4 cup shredded cabbage
3/4 cup carrot juliennes
3/4 cup capsicum juliennes
1/2 cup finely chopped spring onion whites and greens
4 tbsp tomato ketchup
1 tbsp chilli sauce
1 tsp soy sauce
2 tsp vinegar
salt and freshly ground black pepper (kalimirch) to taste

Other Ingredients
2 cups dosa batter
butter for cooking

For Serving
sambhar
coconut chutney","What does spring mean to you? A bounty of veggies, a splash of colours, fresh flavours? Well, experience all the vibrant joys of spring, wrapped inside this scrumptious Spring Dosa. A tasty stuffing of crunchy veggies, boiled noodles and peppy sauces is the highlight of this delicious butter-cooked dosa, which is a hot favourite sold by Mumbai�s street food vendors."
348,Sprouted Kala Chana Ambti,31,"1 1/2 cups sprouted kala chana (brown chick peas) , refer handy tip
salt to taste
1 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
asafoetida (hing)
7 to 8 curry leaves (kadi patta)
1/4 cup finely chopped onions
1/4 tsp turmeric powder (haldi)
1/2 tsp chilli powder

For The Onion Paste
1/2 cup roughly chopped onions
4 cloves (laung / lavang)
1 cardamom (elaichi)
2 small sticks cinnamon (dalchini)
1 star anise (chakri phool)
6 black peppercorns (kalimirch)
2 tsp coriander (dhania) seeds
1/2 tsp cumin seeds (jeera)
1/2 tsp caraway seeds (shahjeera)
7 to 8 garlic (lehsun) cloves (laung / lavang)
3 dry red kashmiri chillies , broken into pieces

For The Garnish
2 tbsp chopped coriander (dhania)","Like Sambhar is to Tamil Nadu, Amti is to Maharashtra. Amti is a flavourful dal preparation that is frequently prepared in Maharashtrian households. It is a versatile dish with many variants, and this particular one is a Sprouted Kala Chana Amti. It is rich in fibre and protein due to the use of kala chana, which is sprouted to ease digestion and improve the nutritional profile. When cooked with a masala paste of onions and dry spices, the Amti becomes quite irresistible, making it a perfect choice for weight watchers who like to enjoy tasty and spicy food."
349,Sprouted Vaal ki Usal,23,"2 cups boiled sprouted vaal (field beans/ butter beans)
1 tsp oil
1 tsp cumin seeds (jeera)
a pinch of asafoetida (hing)
5 to 6 curry leaves (kadi patta)
1 tsp grated ginger (adrak)
1/2 cup finely chopped onions
1/4 tsp turmeric powder (haldi)
1 tsp chilli powder
5 kokum , soaked and drained
2 tsp chopped jaggery (gur)
salt to taste
1/4 cup finely chopped coriander (dhania)","A traditional Maharashtrian preparation made healthier using sprouted vaal. Apart from boosting the nutrient content, sprouting the vaal also makes it easier to digest, making this a dish suitable for young and old alike. With many a flavourful ingredient, this iron-rich Sprouted Vaal ki Usal is a treat for your taste buds. Moreover, the use of kokum and jaggery in the preparation not only ensures a super tangy flavour, but also increases the iron content. A thoughtful addition of vitamin C rich coriander improves the absorption of iron."
350,Sprouts Misal,15,"2 cups mixed sprouts , boiled
2 tsp cumin seeds (jeera)
1 tsp ginger-green chilli paste
1/4 tsp cloves (laung / lavang) powder
1/4 tsp cinnamon (dalchini) powder
a pinch of sugar (optional)
1 tsp oil
salt to taste

For The Topping
1 cup curds (dahi) , whisked
1/4 cup chopped onions
1/4 cup chopped tomatoes
2 tbsp chopped coriander (dhania)",A recipe put together in minutes if sprouts are handy. . . . . . I have chosen this recipe as sprouting increases the calcium content of pulses and also aid digestion. Serve it with whole wheat bread or rice.
351,"Sprouts Misal, Protein Rich Recipes",30,"2 cups boiled mixed sprouts (kala chana , chawli , moong, etc.)
1 tsp misal masala
2 tsp oil
1 tsp cumin seeds (jeera)
1/2 tsp ginger-green chilli paste
1 tsp garlic (lehsun) paste
1/2 cup finely chopped onions
1/4 tsp turmeric powder (haldi)
1 tsp chilli powder
salt to taste

For The Topping
2 tbsp finely chopped tomatoes
2 tbsp finely chopped onions","Bring the spirit of Maharashtra into your homes with this protein-laden Sprouts Misal. While many think that milk and milk products are the most important source of proteins, they are unaware of the power of sprouts, which give you a superb, more easily digestible protein boost.


And this is undoubtedly one of the most interesting ways of consuming sprouts, tempered with cumin, and saut�ed with spice pastes and powders including the flavourful misal masala!"
352,"Street Pizza Recipe, Mumbai Roadside Tawa Pizza",30,"2 thick pizza bases
2 tsp soft butter for spreading
2 tsp green chutney
4 tsp tomato ketchup
2 tsp chilli sauce
1/2 cup grated processed cheese
2 tsp butter for cooking
2 tbsp tomato ketchup for squeezing

To Be Mixed Into Topping
1/2 cup finely chopped onions
1/2 cup finely chopped tomatoes
1/4 cup finely chopped capsicum
salt to taste","Try this pizza for a dose of local fun! It is nothing like the exotic pizzas made at popular pizzerias, but this type of pizza made by roadside vendors has become really very popular.

The Street Pizza is also made very easily using a tava with readymade pizza bases, common veggies like tomatoes and onions, and snazzy sauces and chutneys like tomato ketchup and green chutney.

It has a nice, desi taste and is lots of fun! It is important to cook the assembled pizza on a slow flame, so that there is enough time for the veggies to cook and the cheese to melt without burning the base.

You can also try other roadside recipes like the Mysore Masala Dosa or Pani Puri ."
